Time,Pokemon,Pokemon Region,Level,Perfect IVs,Evolution Stage
17:28,Oricorio,,13,0,2
17:30,Zubat,GER,8,1,2
17:31,Carbink,,10,0,2
17:33,Klefki,,29,0,2
17:34,Luvdisc,,16,0,2
17:35,Roggenrola,SPA,10,1,2
17:36,Salandit,,19,0,2
17:38,Yungoos,,7,0,2
17:39,Wimpod,,1,3,2
17:41,Rowlet,FRE,1,5,2
17:42,Shinx,GER,1,5,2
17:44,A.Meowth,JPN,26,0,2
17:45,Mimikyu,,1,0,2
17:46,A.Geodude,,28,0,2
17:47,Salandit,SPA,17,0,2
17:48,Torkoal,,26,0,2
17:50,Trumbeak,,22,0,3
17:51,A.Vulpix,,1,2,2
17:52,Litwick,SPA,15,0,2
17:54,A.Vulpix,JPN,1,0,2
17:55,Fomantis,,15,0,2
17:56,Abra,,5,0,2
17:57,Litten,,1,0,2
17:58,A.Diglett,,11,1,2
18:00,Dratini,,24,0,2
18:02,A.Raticate,FRE,57,0,3
18:03,Trumbeak,,20,0,3
18:04,Magikarp,,12,0,2
18:05,Beldum,JPN,1,3,2
18:07,Snorunt,GER,47,0,2
18:08,Wingull,,54,0,2
18:10,Grubbin,JPN,13,0,2
18:11,Yungoos,,6,1,2
18:12,A.Raticate,,29,0,3
18:13,Rowlet,,1,4,2
18:15,Magnemite,GER,10,1,2
18:16,Grubbin,,1,0,2
18:17,Exeggcute,,43,0,2
18:19,Salandit,,22,0,2
18:19,Cubone,,16,0,2
18:21,Rowlet,,1,0,2
18:22,Salandit,,18,0,2
18:23,A.Grimer,,14,0,2
19:59,Smeargle,,1,0,2
20:01,Gastly,,7,0,2
20:02,A.Raticate,GER,40,0,3
20:03,Trapinch,,1,0,2
20:05,Trumbeak,,15,0,3
20:06,Machop,,9,1,2
20:07,Comfey,,20,0,2
20:09,Wailmer,JPN,12,1,2
20:10,Mudbray,,13,1,2
20:11,Wingull,SPA,17,0,2
20:12,Cubone,,1,3,2
20:14,Sandygast,,1,1,2
20:15,Mimikyu,,1,0,2
20:16,Abra,JPN,1,2,2
20:18,A.Geodude,,1,4,2
20:19,Shellder,KOR,1,5,2
20:20,Growlithe,SPA,8,0,2
20:21,Scyther,CHS,1,0,2
20:23,A.Diglett,,11,1,2
20:24,Yungoos,,11,0,2
20:25,Magnemite,GER,8,1,2
20:26,Pikipek,SPA,3,0,2
12:34,Sandygast,,1,5,2
12:36,Cutiefly,SPA,12,1,2
12:37,Mimikyu,,1,0,2
12:39,Spinda,,13,0,2
12:40,Rockruff,,1,0,2
12:41,Spearow,FRE,52,0,2
12:42,Mimikyu,,1,0,2
12:44,Wingull,ITA,5,0,2
12:45,Pichu,JPN,35,0,1
12:46,A.Sandshrew,FRE,1,4,2
12:48,Grubbin,KOR,5,0,2
12:49,Jangmo-o,ITA,1,0,2
12:50,Rockruff,,1,4,2
12:51,Golbat,,54,0,3
12:53,Snorunt,ITA,43,1,2
12:54,Caterpie,KOR,20,0,2
12:55,A.Sandshrew,JPN,1,2,2
12:57,Abra,,1,1,2
12:59,Butterfree,,15,0,4
13:00,Lillipup,SPA,14,0,2
13:02,Roggenrola,GER,12,0,2
13:02,Magikarp,JPN,11,0,2
13:04,Rowlet,,1,1,2
13:06,Rufflet,ITA,12,0,2
13:07,Snorunt,GER,31,0,2
13:37,Abra,,7,0,2
13:38,Abra,,1,1,2
13:39,Abra,JPN,1,0,2
13:41,Gyarados,,21,0,3
13:42,Yungoos,,3,0,2
13:43,Pelipper,CHT,30,1,3
13:44,Magikarp,,1,2,2
13:46,Popplio,JPN,1,0,2
13:47,A.Rattata,JPN,7,1,2
13:48,Abra,JPN,5,0,2
13:50,Abra,,1,1,2
13:51,Machop,,11,0,2
13:53,A.Geodude,FRE,30,0,2
13:54,Drowzee,,14,0,2
13:55,Mankey,,12,0,2
14:02,Makuhita,,10,0,2
14:04,A.Meowth,FRE,37,0,2
14:05,Gumshoos,SPA,23,0,3
14:06,Jangmo-o,,1,5,2
14:07,Wingull,,8,0,2
14:09,Boldore,FRE,42,1,3
14:11,Roggenrola,JPN,10,0,2
14:12,Abra,,1,0,2
14:13,Luvdisc,SPA,13,0,2
14:15,Bagon,CHT,1,4,2
14:16,Salandit,JPN,1,6,2
15:57,Salandit,,1,2,2
15:58,Eevee,,1,3,2
15:59,Ribombee,,57,0,3
16:01,Eevee,,1,2,2
16:02,Caterpie,CHS,1,1,2
16:03,Shellos,,1,1,2
16:05,Cottonee,JPN,13,0,2
16:06,Mudbray,,26,0,2
16:07,A.Meowth,JPN,17,0,2
16:09,Roggenrola,JPN,13,0,2
16:10,Staryu,,23,0,2
16:12,Oricorio,,11,0,2
16:13,A.Sandshrew,JPN,1,0,2
16:15,Fletchinder,,17,0,3
16:16,Spinarak,,12,0,2
16:17,A.Rattata,,8,0,2
16:18,Magikarp,SPA,18,0,2
16:19,Goomy,GER,31,2,2
16:21,Stufful,,1,4,2
16:22,Mimikyu,FRE,1,0,2
16:24,Salandit,GER,1,4,2
16:25,A.Rattata,,5,0,2
16:26,Finneon,,14,1,2
16:28,Abra,GER,1,0,2
16:29,Luvdisc,,13,0,2
16:30,Mimikyu,,1,0,2
16:31,A.Rattata,,17,0,2
16:33,Popplio,,1,0,2
16:34,Wingull,,40,0,2
16:35,Mudbray,,14,0,2
9:13,Shellder,JPN,1,0,2
9:15,Dewpider,JPN,1,0,2
9:16,Carvanha,JPN,1,0,2
9:18,Bounsweet,SPA,1,4,2
9:19,Beldum,JPN,1,3,2
9:20,Jangmo-o,,25,0,2
9:22,Staryu,KOR,27,0,2
9:23,Scyther,JPN,1,1,2
9:24,Zubat,,1,1,2
9:25,A.Diglett,JPN,11,0,2
9:27,Rockruff,JPN,1,3,2
9:28,Gible,JPN,1,2,2
9:29,Crabrawler,,14,0,2
9:30,Yungoos,,6,0,2
9:32,A.Meowth,,15,0,2
9:33,Riolu,JPN,1,3,1
9:34,Marill,JPN,1,2,2
9:36,Mudbray,,11,0,2
9:37,Abra,,1,0,2
9:38,Magnemite,JPN,50,0,2
9:40,Mudbray,JPN,23,0,2
9:41,Mareanie,JPN,1,3,2
9:42,A.Grimer,,1,3,2
9:43,Gastly,JPN,1,4,2
9:45,Fletchling,,19,0,2
9:46,Magikarp,JPN,1,1,2
9:48,Yungoos,,7,0,2
9:49,Ledyba,JPN,2,0,2
9:50,Dewpider,,1,4,2
9:51,Fomantis,JPN,15,0,2
10:24,A.Rattata,GER,5,1,2
10:25,Deino,JPN,1,4,2
10:27,Pikipek,FRE,13,1,2
10:28,Cubone,,1,4,2
10:29,Rowlet,,1,0,2
10:30,Phantump,SPA,20,0,2
10:32,Abra,JPN,1,0,2
10:34,Zubat,JPN,11,1,2
10:35,Eevee,JPN,1,2,2
10:36,A.Raticate,JPN,26,0,3
10:38,Dratini,,1,1,2
10:39,A.Geodude,SPA,27,0,2
10:40,Eevee,JPN,1,1,2
10:41,Abra,JPN,5,0,2
10:43,Wimpod,,17,0,2
10:44,Wingull,JPN,6,0,2
10:45,Lillipup,JPN,12,2,2
10:46,Glalie,,48,1,3
10:48,Bagon,,1,0,2
10:49,Pikipek,JPN,4,0,2
10:50,Mareanie,JPN,1,3,2
10:52,Stufful,JPN,1,3,2
10:53,Gible,,1,0,2
10:54,Comfey,JPN,1,3,2
10:55,Caterpie,GER,3,0,2
10:57,Dewpider,GER,1,3,2
10:58,Wingull,JPN,8,0,2
10:59,Magnemite,,6,0,2
11:01,A.Diglett,JPN,21,1,2
11:02,Oricorio,ITA,9,0,2
12:48,Staryu,JPN,23,0,2
12:49,Barboach,JPN,15,0,2
12:50,Pikipek,,3,0,2
12:51,Gible,,1,2,2
12:53,Abra,JPN,1,1,2
12:54,Mimikyu,JPN,1,3,2
12:55,Emolga,,54,2,2
12:56,Magikarp,SPA,10,0,2
12:58,A.Grimer,SPA,7,1,2
12:59,Fletchling,GER,1,0,2
13:00,Minior,,28,0,2
13:02,Absol,,1,3,2
13:03,Wailmer,SPA,41,0,2
13:04,Cutiefly,FRE,8,0,2
13:06,Mankey,SPA,1,0,2
13:07,Abra,JPN,1,3,2
13:08,Cottonee,,1,3,2
13:09,Gible,JPN,1,4,2
13:10,Wingull,FRE,5,0,2
13:11,Turtonator,,1,4,2
13:13,Magikarp,,33,1,2
13:14,Litten,JPN,1,3,2
13:15,Popplio,JPN,1,0,2
13:16,A.Meowth,,8,0,2
13:18,Fletchling,GER,1,4,2
13:19,Dhelmise,JPN,1,0,2
13:21,Litten,,1,0,2
13:22,Fomantis,ITA,20,2,2
13:23,Chinchou,,19,0,2
9:43,Zubat,JPN,54,0,2
9:44,Wishiwashi,JPN,1,2,2
9:45,Rockruff,GER,10,0,2
9:47,Magikarp,ITA,1,2,2
9:48,Beldum,JPN,1,5,2
9:49,Gigalith,,43,1,4
9:51,A.Grimer,,1,5,2
9:52,Metapod,JPN,12,1,3
9:53,Pichu,JPN,5,0,1
9:54,Rufflet,JPN,11,0,2
9:56,Granbull,JPN,41,0,3
9:57,Psyduck,,15,0,2
9:58,Murkrow,JPN,1,2,2
9:59,Wishiwashi,JPN,1,1,2
10:01,Magikarp,CHT,17,0,2
10:02,Magikarp,JPN,1,3,2
10:03,Mudbray,CHS,1,0,2
10:04,Caterpie,GER,2,0,2
10:06,Bounsweet,JPN,1,3,2
10:07,Grubbin,JPN,1,3,2
10:08,Lillipup,,12,0,2
10:09,Salandit,JPN,1,5,2
10:11,Wimpod,JPN,1,4,2
10:12,Salandit,SPA,1,0,2
10:13,Sneasel,JPN,1,1,2
10:15,Pikipek,JPN,55,0,2
10:16,Grubbin,JPN,16,0,2
10:17,Abra,JPN,1,0,2
10:18,Ledyba,JPN,14,1,2
10:20,Metapod,,7,0,3
10:36,Eevee,JPN,1,3,2
13:09,Salandit,,28,0,2
13:10,Minior,,27,1,2
13:12,Stufful,,23,0,2
13:13,Miltank,,15,1,2
13:14,Popplio,,1,1,2
13:15,A.Meowth,JPN,26,0,2
13:17,Mimikyu,,1,1,2
13:18,A.Meowth,SPA,7,0,2
13:20,Magnemite,,8,0,2
13:21,Golbat,,29,0,3
13:22,Pikipek,,3,0,2
13:23,Popplio,GER,1,0,2
13:24,Magikarp,JPN,1,3,2
13:28,Salandit,SPA,17,0,2
13:29,Skarmory,GER,27,1,2
13:30,Yungoos,ITA,11,1,2
13:32,A.Geodude,FRE,1,0,2
13:34,Dewpider,SPA,1,3,2
13:35,Stufful,JPN,1,5,2
13:36,Pikipek,,16,0,2
13:37,Wingull,JPN,8,0,2
13:38,Litten,FRE,1,0,2
13:40,Klefki,JPN,1,1,2
13:41,A.Dugtrio,,44,0,3
13:42,Snorunt,JPN,42,0,2
13:43,Honedge,ITA,1,2,2
13:45,A.Raticate,JPN,54,0,3
13:46,Staryu,GER,23,0,2
13:47,Scyther,JPN,1,3,2
13:48,Komala,,1,0,2
15:15,Machop,,13,0,2
15:16,A.Rattata,GER,8,0,2
15:17,Roggenrola,,13,0,2
15:18,Finneon,SPA,20,0,2
15:19,Gible,,1,5,2
15:21,Litten,,1,0,2
15:22,Salandit,JPN,1,5,2
15:24,A.Vulpix,JPN,1,1,2
15:25,Magikarp,,1,5,2
15:26,Slowpoke,,7,0,2
15:27,Torkoal,,27,0,2
15:28,Yungoos,,2,0,2
15:29,A.Vulpix,GER,1,3,2
15:31,A.Meowth,,26,0,2
15:32,Sandile,JPN,31,0,2
15:33,Finneon,,17,0,2
15:35,Masquerain,SPA,26,0,3
15:35,Litten,SPA,1,0,2
15:37,Caterpie,,4,0,2
15:38,Pikipek,,1,1,2
15:39,Yungoos,,5,0,2
15:40,Wingull,,8,0,2
15:42,Salandit,JPN,1,5,2
15:43,Ledyba,ITA,3,0,2
15:44,Minior,GER,26,0,2
15:45,Tentacool,,23,1,2
15:47,Crabrawler,,8,1,2
15:48,Cutiefly,,1,0,2
15:49,Abra,JPN,1,0,2
15:50,A.Meowth,SPA,7,1,2
21:09,Magnemite,JPN,7,0,2
21:10,Magnemite,JPN,8,0,2
21:11,Magikarp,,11,0,2
21:13,Dewpider,JPN,1,4,2
21:14,Cottonee,JPN,55,0,2
21:15,Magnemite,JPN,26,0,2
21:17,A.Diglett,,9,0,2
21:18,Mareanie,JPN,1,2,2
21:19,Yungoos,,4,0,2
21:20,Rowlet,JPN,1,0,2
21:22,Minior,,27,1,2
21:23,Bagon,,1,0,2
21:24,Mimikyu,,1,1,2
21:26,Goldeen,,10,0,2
21:27,Litten,,1,0,2
21:28,Rockruff,,28,0,2
21:29,Cubone,JPN,1,1,2
21:31,Abra,JPN,1,0,2
21:32,Abra,JPN,1,0,2
21:33,Dewpider,,16,0,2
21:34,Cutiefly,,12,0,2
21:36,Magikarp,JPN,15,0,2
21:37,Litten,JPN,1,2,2
21:38,Tentacool,JPN,21,0,2
21:39,Rowlet,JPN,1,4,2
21:40,Mimikyu,JPN,1,3,2
21:42,Fletchling,JPN,19,0,2
21:43,Gastrodon,JPN,41,0,3
21:44,Yungoos,,3,0,2
21:45,Exeggcute,,44,0,2
10:52,Pikipek,FRE,10,0,2
10:53,Makuhita,CHT,9,0,2
10:55,Abra,JPN,6,1,2
10:56,Drampa,JPN,1,0,2
10:57,Zubat,JPN,49,0,2
10:59,Cutiefly,,1,0,2
11:00,Rowlet,,1,0,2
11:01,Emolga,JPN,55,0,2
11:02,A.Vulpix,,9,0,2
11:04,Rowlet,,1,0,2
11:05,Yungoos,FRE,5,0,2
11:06,A.Rattata,GER,5,0,2
11:07,Bagon,JPN,1,3,2
11:09,Porygon,,1,4,2
11:10,Poliwag,,54,1,2
11:11,Mimikyu,GER,1,1,2
11:13,Magnemite,JPN,10,0,2
11:14,Wingull,GER,5,1,2
11:15,Gible,JPN,1,4,2
11:17,Mimikyu,,1,0,2
11:18,Bagon,,1,2,2
11:19,A.Diglett,FRE,17,0,2
11:21,Exeggcute,,43,2,2
11:22,Gible,JPN,1,3,2
11:23,A.Rattata,,4,0,2
12:31,Abra,JPN,1,1,2
12:32,Magnemite,,6,0,2
12:33,Rockruff,GER,1,0,2
12:35,A.Vulpix,,1,5,2
12:36,A.Vulpix,,1,4,2
12:38,Gible,JPN,1,3,2
12:39,Spearow,,10,0,2
12:40,Mimikyu,,1,4,2
12:41,Magikarp,JPN,1,0,2
12:43,Magikarp,JPN,10,0,2
12:44,Wingull,GER,7,1,2
12:45,Oricorio,SPA,9,0,2
12:47,Mimikyu,JPN,1,2,2
12:48,Wingull,ITA,5,1,2
12:49,Mimikyu,,1,0,2
12:51,Fomantis,JPN,1,2,2
12:52,Yungoos,SPA,17,0,2
12:53,A.Rattata,FRE,8,1,2
12:54,Cutiefly,JPN,12,0,2
12:56,A.Vulpix,JPN,1,5,2
12:57,Grubbin,,1,4,2
12:58,A.Rattata,JPN,3,1,2
12:59,Fletchling,CHS,19,0,2
13:00,Wishiwashi,,1,1,2
13:02,Magnemite,FRE,7,0,2
13:03,Zubat,,23,1,2
13:04,Sandygast,,22,0,2
13:05,Pikipek,,3,3,2
13:08,A.Vulpix,,21,0,2
15:19,Mimikyu,,1,3,2
15:21,Spinarak,,2,0,2
15:22,A.Rattata,,3,0,2
15:23,Scyther,,53,0,2
15:26,Magnemite,FRE,5,1,2
15:27,Ledyba,FRE,3,0,2
15:28,Yungoos,GER,6,0,2
15:29,Grubbin,,3,1,2
15:30,Ledyba,GER,5,0,2
15:32,Komala,GER,1,0,2
15:33,Fearow,GER,27,0,2
15:34,A.Rattata,,8,0,2
15:35,Magikarp,JPN,1,0,2
15:36,Machop,,9,1,2
15:38,A.Meowth,,1,1,2
15:39,Drowzee,,9,0,2
15:40,Honedge,JPN,1,2,2
15:42,A.Vulpix,,1,0,2
15:43,Mudbray,GER,14,0,2
15:44,A.Grimer,,8,0,2
15:45,Gumshoos,,24,0,3
15:47,Eevee,,1,1,2
15:48,Deino,,1,0,2
15:49,Fletchinder,,18,0,3
15:50,Abra,JPN,6,0,2
15:51,Pikipek,GER,12,0,2
15:53,Lunala,SPA,55,6,5
15:54,Skarmory,,25,1,2
15:56,A.Rattata,,5,0,2
15:57,Rowlet,,1,1,2
23:40,Skarmory,JPN,27,0,2
23:41,Dewpider,,1,3,2
23:42,Gible,,1,2,2
23:43,Mimikyu,,1,3,2
23:45,Eevee,CHT,1,3,2
23:46,A.Raticate,,30,0,3
23:47,Gastly,,9,1,2
23:49,Rockruff,,1,1,2
23:50,Minior,,1,2,2
23:51,Mimikyu,,1,1,2
23:54,Stufful,,20,0,2
23:55,Mimikyu,JPN,1,4,2
23:57,Pyukumuku,JPN,16,1,2
23:58,Magikarp,JPN,35,0,2
23:59,Mudbray,,11,0,2
0:00,Yungoos,JPN,9,0,2
0:02,Wingull,JPN,1,2,2
0:03,Abra,JPN,6,0,2
0:04,A.Rattata,JPN,6,0,2
0:05,Absol,JPN,1,3,2
0:07,Fearow,JPN,25,1,2
0:08,Abra,CHS,1,2,2
0:09,Salandit,JPN,19,0,2
0:11,Yungoos,JPN,21,0,2
0:12,Granbull,JPN,56,0,3
0:13,Rockruff,,11,0,2
0:15,Magnemite,JPN,6,0,2
0:16,A.Rattata,,20,0,2
0:17,Grubbin,JPN,1,4,2
0:18,Skarmory,JPN,1,1,2
16:01,A.Rattata,ITA,5,0,2
16:02,Snivy,SPA,1,5,2
16:03,Fletchling,JPN,18,0,2
16:05,Cyndaquil,,1,2,2
16:06,Rowlet,,1,5,2
16:07,Abra,,8,0,2
16:08,Wimpod,,1,3,2
16:10,Magikarp,SPA,14,0,2
16:11,Pancham,,32,0,2
16:12,Magikarp,JPN,1,2,2
16:14,Litten,,1,0,2
16:15,Wingull,,12,1,2
16:16,Murkrow,,1,0,2
16:17,A.Vulpix,SPA,1,5,2
16:18,Abra,JPN,5,0,2
16:20,Mareanie,GER,1,0,2
16:21,Litwick,,1,5,2
16:22,Roggenrola,GER,11,0,2
16:23,Abra,CHS,7,0,2
16:25,Drampa,,43,0,2
16:26,A.Diglett,JPN,10,1,2
16:27,Pikipek,SPA,7,0,2
16:28,Wingull,,7,0,2
16:30,A.Grimer,,6,0,2
16:31,Gumshoos,SPA,24,0,3
16:32,Pikipek,SPA,12,1,2
16:33,Gumshoos,,20,0,3
16:34,Rowlet,,1,1,2
16:36,Murkrow,,17,1,2
16:37,Crabrawler,,8,0,2
